state.abb,name,"Poverty Estimate, All Ages","Poverty Percent, All Ages","Poverty Estimate, Age 0-17","Poverty Percent, Age 0-17",Median Household Income,
UT,Box Elder County,4923.00,8.10,1673.00,9.10,79450.00,
UT,Cache County,16598.00,12.20,3822.00,9.50,76631.00,
UT,Carbon County,2748.00,13.50,857.00,16.80,59243.00,
UT,Daggett County,74.00,7.30,19.00,8.90,66427.00,
UT,Davis County,23448.00,6.40,7435.00,6.80,103143.00,
UT,Duchesne County,2760.00,13.80,1085.00,17.00,67256.00,
UT,Emery County,1168.00,11.60,410.00,14.80,64651.00,
UT,Garfield County,479.00,9.30,162.00,14.30,66786.00,
UT,Grand County,1051.00,10.90,271.00,14.10,67218.00,
UT,Iron County,7723.00,12.70,2228.00,13.50,66499.00,
UT,Juab County,946.00,7.60,422.00,10.20,94181.00,
UT,Kane County,734.00,9.20,189.00,10.00,66609.00,
UT,Millard County,1380.00,10.50,572.00,14.10,67318.00,
UT,Morgan County,514.00,4.00,153.00,3.60,119482.00,
UT,Piute County,215.00,14.50,78.00,25.90,54495.00,
UT,Rich County,231.00,8.80,83.00,11.60,71800.00,
UT,Salt Lake County,90158.00,7.70,24703.00,8.40,91713.00,
UT,San Juan County,3208.00,22.80,1167.00,29.00,50452.00,
UT,Sanpete County,4096.00,15.20,1240.00,18.40,65044.00,
UT,Sevier County,2185.00,10.10,794.00,13.40,73014.00,
UT,Summit County,2316.00,5.40,484.00,5.10,132358.00,
UT,Tooele County,5151.00,6.50,1722.00,7.10,91353.00,
UT,Uintah County,4402.00,11.90,1651.00,14.60,67554.00,
UT,Utah County,55585.00,8.10,12847.00,5.90,95085.00,
UT,Wasatch County,1808.00,5.00,582.00,5.60,115793.00,
UT,Washington County,18880.00,9.70,6061.00,13.00,75572.00,
UT,Wayne County,305.00,11.50,112.00,18.60,63705.00,
UT,Weber County,22590.00,8.50,7263.00,10.40,83465.00,
VT,Vermont,63667.00,10.20,12569.00,11.10,74555.00,
VT,Addison County,3037.00,8.80,527.00,9.00,79526.00,
VT,Bennington County,3986.00,11.00,878.00,13.00,69249.00,
VT,Caledonia County,3632.00,12.10,786.00,14.10,61554.00,
VT,Chittenden County,15769.00,9.80,2572.00,9.00,86579.00,
VT,Essex County,722.00,12.10,180.00,17.40,54570.00,
VT,Franklin County,4316.00,8.60,1049.00,9.80,76395.00,
VT,Grand Isle County,642.00,8.60,150.00,11.80,76260.00,
VT,Lamoille County,2361.00,9.20,461.00,9.10,65190.00,
VT,Orange County,3032.00,10.30,621.00,12.10,73057.00,
VT,Orleans County,3713.00,13.80,910.00,17.20,56818.00,
VT,Rutland County,7261.00,12.40,1430.00,14.00,61290.00,
VT,Washington County,5382.00,9.30,961.00,9.10,77432.00,
VT,Windham County,4821.00,10.90,1083.00,14.60,61976.00,
VT,Windsor County,4992.00,8.70,960.00,9.60,74244.00,
VA,Virginia,893559.00,10.60,234609.00,12.80,85838.00,
VA,Accomack County,5236.00,16.00,1479.00,22.60,56357.00,
VA,Albemarle County,9024.00,8.40,1827.00,8.50,94727.00,
VA,Alleghany County,1966.00,13.50,489.00,18.80,52412.00,
VA,Amelia County,1510.00,11.30,409.00,14.90,65835.00,
VA,Amherst County,3953.00,12.80,1052.00,17.20,61271.00,
VA,Appomattox County,1996.00,12.00,580.00,16.10,62375.00,
VA,Arlington County,15822.00,6.80,2985.00,7.10,131020.00,
VA,Augusta County,6185.00,8.20,1411.00,10.10,77487.00,
VA,Bath County,500.00,12.60,98.00,15.30,59763.00,
VA,Bedford County,6770.00,8.40,1513.00,9.90,71135.00,
VA,Bland County,731.00,13.40,145.00,16.70,55722.00,
VA,Botetourt County,2373.00,7.00,473.00,7.70,81122.00,
VA,Brunswick County,2880.00,20.80,705.00,28.10,49080.00,
VA,Buchanan County,4865.00,26.90,917.00,29.70,39652.00,
VA,Buckingham County,2732.00,18.40,659.00,22.60,55965.00,
VA,Campbell County,6910.00,12.70,1659.00,15.90,63516.00,
VA,Caroline County,3302.00,10.50,996.00,14.20,72210.00,
VA,Carroll County,4591.00,15.80,1047.00,21.00,51111.00,
VA,Charles City County,776.00,11.80,174.00,18.70,67596.00,
VA,Charlotte County,2065.00,18.20,603.00,24.70,50151.00,
VA,Chesterfield County,25672.00,6.90,7481.00,8.60,100149.00,
VA,Clarke County,1081.00,7.20,233.00,8.20,106914.00,
VA,Craig County,570.00,11.80,154.00,19.90,62672.00,
VA,Culpeper County,4362.00,8.30,1403.00,10.70,94287.00,
VA,Cumberland County,1464.00,15.10,417.00,22.40,55257.00,
VA,Dickenson County,3113.00,23.40,723.00,27.90,43271.00,
VA,Dinwiddie County,3047.00,11.00,913.00,16.60,72695.00,
VA,Essex County,1401.00,13.30,378.00,21.10,58214.00,
VA,Fairfax County,66177.00,5.90,15837.00,6.20,144632.00,
VA,Fauquier County,4759.00,6.40,1197.00,7.10,120301.00,
VA,Floyd County,1897.00,12.30,446.00,15.40,62561.00,
VA,Fluvanna County,2065.00,7.70,488.00,9.20,88162.00,
VA,Franklin County,7186.00,13.30,1866.00,18.90,68089.00,
VA,Frederick County,6794.00,7.20,1914.00,9.10,97091.00,
VA,Giles County,1954.00,12.00,529.00,16.70,62716.00,
VA,Gloucester County,3419.00,8.70,903.00,11.80,76960.00,
VA,Goochland County,1548.00,6.10,323.00,7.80,113617.00,
VA,Grayson County,2749.00,19.30,600.00,24.70,45414.00,
VA,Greene County,1753.00,8.40,517.00,10.70,82772.00,
VA,Greensville County,1667.00,21.10,389.00,22.10,47596.00,
VA,Halifax County,5445.00,16.50,1432.00,21.20,50578.00,
VA,Hanover County,5754.00,5.20,1398.00,5.90,103639.00,
VA,Henrico County,30491.00,9.20,8302.00,11.60,82187.00,
VA,Henry County,8414.00,17.10,1921.00,20.80,49370.00,
VA,Highland County,295.00,12.90,52.00,17.70,54470.00,
VA,Isle of Wight County,3407.00,8.50,757.00,9.00,85227.00,
VA,James City County,5478.00,6.90,1364.00,8.80,103070.00,
VA,King and Queen County,953.00,14.20,246.00,20.80,62180.00,
VA,King George County,1904.00,6.90,539.00,8.00,100092.00,
VA,King William County,1351.00,7.30,384.00,9.40,82715.00,
VA,Lancaster County,1489.00,14.20,377.00,24.10,60857.00,
VA,Lee County,4981.00,24.40,1255.00,31.30,41573.00,
VA,Loudoun County,16440.00,3.80,4278.00,3.80,167605.00,
VA,Louisa County,4288.00,10.70,1090.00,14.00,72569.00,
VA,Lunenburg County,2418.00,21.90,636.00,27.20,47660.00,
VA,Madison County,1469.00,10.70,371.00,13.70,71697.00,
VA,Mathews County,739.00,8.80,186.00,14.70,73827.00,
VA,Mecklenburg County,5741.00,19.40,1806.00,32.90,52092.00,
VA,Middlesex County,1293.00,12.20,345.00,20.00,68881.00,
VA,Montgomery County,18472.00,21.00,1771.00,12.10,69668.00,
VA,Nelson County,1864.00,12.80,433.00,17.60,66612.00,
VA,New Kent County,1243.00,5.10,308.00,6.50,115627.00,
VA,Northampton County,2230.00,19.10,650.00,30.40,52783.00,
VA,Northumberland County,1634.00,13.30,385.00,23.10,67077.00,
VA,Nottoway County,2892.00,21.20,731.00,24.20,50756.00,
VA,Orange County,3820.00,10.10,1052.00,13.20,81390.00,
VA,Page County,3075.00,13.10,816.00,17.70,60061.00,
VA,Patrick County,2487.00,14.40,655.00,21.70,49319.00,
VA,Pittsylvania County,8407.00,14.40,1980.00,18.90,49659.00,
VA,Powhatan County,1702.00,5.60,403.00,7.20,105231.00,
VA,Prince Edward County,3554.00,20.30,831.00,24.60,57400.00,
VA,Prince George County,3863.00,11.40,993.00,11.90,76571.00,
VA,Prince William County,33481.00,6.90,11040.00,8.80,119051.00,
VA,Pulaski County,4551.00,14.00,1128.00,19.40,57731.00,
VA,Rappahannock County,731.00,9.80,184.00,15.20,85575.00,
VA,Richmond County,1226.00,16.30,313.00,19.90,60180.00,
VA,Roanoke County,7062.00,7.50,1607.00,8.70,77010.00,
VA,Rockbridge County,2677.00,12.10,647.00,17.00,64393.00,
VA,Rockingham County,8740.00,10.50,2103.00,11.50,72921.00,
VA,Russell County,4645.00,18.40,1131.00,23.80,49537.00,
VA,Scott County,4021.00,19.50,863.00,22.70,43743.00,
VA,Shenandoah County,5498.00,12.40,1369.00,14.80,65289.00,
VA,Smyth County,5672.00,19.70,1298.00,23.50,45484.00,
VA,Southampton County,2469.00,15.00,656.00,20.10,61246.00,
VA,Spotsylvania County,12109.00,8.30,3514.00,10.10,96322.00,
VA,Stafford County,8703.00,5.50,2812.00,6.70,134456.00,
VA,Surry County,806.00,12.40,208.00,19.20,65339.00,
VA,Sussex County,2012.00,23.50,500.00,30.00,49340.00,
VA,Tazewell County,6687.00,17.60,1793.00,23.70,48360.00,
VA,Warren County,3950.00,9.80,1009.00,11.60,79949.00,
VA,Washington County,5905.00,11.30,1318.00,14.20,61686.00,
VA,Westmoreland County,2989.00,16.10,757.00,22.70,61545.00,
VA,Wise County,7279.00,22.20,1777.00,26.60,45220.00,
VA,Wythe County,4392.00,15.70,967.00,18.20,47257.00,
VA,York County,3563.00,5.10,952.00,5.90,111346.00,
VA,Alexandria city,13926.00,9.00,3666.00,13.40,110115.00,
VA,Bristol city,3452.00,20.70,911.00,27.30,43123.00,
VA,Buena Vista city,942.00,15.70,278.00,20.50,51030.00,
VA,Charlottesville city,9354.00,21.80,1249.00,17.40,67903.00,
VA,Chesapeake city,21696.00,8.70,6228.00,10.50,87127.00,
VA,Colonial Heights city,1876.00,10.40,618.00,14.20,68456.00,
VA,Covington city,906.00,16.20,308.00,23.80,46592.00,
VA,Danville city,10935.00,26.80,3233.00,35.30,40799.00,
VA,Emporia city,1170.00,22.20,449.00,33.20,43496.00,
VA,Fairfax city,1861.00,7.60,397.00,6.50,122790.00,
VA,Falls Church city,588.00,4.10,108.00,3.10,142513.00,
VA,Franklin city,1544.00,19.00,663.00,30.60,54594.00,
VA,Fredericksburg city,3983.00,15.00,1156.00,19.80,71217.00,
VA,Galax city,1428.00,22.00,548.00,31.80,44706.00,
VA,Hampton city,19408.00,14.40,6034.00,20.80,64086.00,
VA,Harrisonburg city,12480.00,28.50,1733.00,20.70,56057.00,
VA,Hopewell city,4053.00,17.90,1481.00,26.10,53098.00,
VA,Lexington city,952.00,20.00,102.00,10.50,62382.00,
VA,Lynchburg city,13550.00,19.60,3533.00,23.90,50494.00,
VA,Manassas city,3864.00,9.10,1514.00,13.90,97722.00,
VA,Manassas Park city,1480.00,8.90,563.00,15.30,90816.00,
VA,Martinsville city,2743.00,20.60,992.00,27.50,41500.00,
VA,Newport News city,30290.00,17.20,9924.00,23.70,63350.00,
VA,Norfolk city,39741.00,18.80,11512.00,25.10,60030.00,
VA,Norton city,725.00,20.30,230.00,29.00,41298.00,
VA,Petersburg city,7499.00,22.80,2557.00,33.30,42385.00,
VA,Poquoson city,692.00,5.60,175.00,6.20,109549.00,
VA,Portsmouth city,18630.00,19.80,5701.00,26.20,54843.00,
VA,Radford city,3263.00,24.60,324.00,16.10,47892.00,
VA,Richmond city,47338.00,21.60,11503.00,30.10,58719.00,
VA,Roanoke city,19041.00,19.90,5649.00,26.40,50425.00,
VA,Salem city,2548.00,10.90,600.00,12.50,63676.00,
VA,Staunton city,3031.00,12.40,812.00,16.90,61917.00,
VA,Suffolk city,11279.00,11.60,3336.00,14.70,81858.00,
VA,Virginia Beach city,44340.00,9.90,12295.00,12.60,83066.00,
VA,Waynesboro city,2911.00,12.90,947.00,18.50,58527.00,
VA,Williamsburg city,2044.00,18.60,349.00,20.20,67543.00,
VA,Winchester city,4373.00,16.30,1310.00,21.70,60557.00,
WA,Washington,764405.00,10.00,185218.00,11.50,91255.00,
WA,Adams County,3025.00,14.60,1253.00,17.40,62410.00,
WA,Asotin County,3548.00,16.00,876.00,20.40,65625.00,
WA,Benton County,23033.00,10.90,7110.00,13.10,85144.00,
WA,Chelan County,7342.00,9.30,2162.00,12.30,81697.00,
WA,Clallam County,9001.00,11.80,1937.00,15.80,66693.00,
WA,Clark County,44218.00,8.60,10585.00,9.40,91149.00,
WA,Columbia County,471.00,11.80,119.00,17.60,62935.00,
WA,Cowlitz County,14574.00,13.20,4007.00,16.50,71847.00,
WA,Douglas County,3777.00,8.60,1231.00,11.80,83870.00,
WA,Ferry County,1205.00,16.30,324.00,27.10,57064.00,
WA,Franklin County,10356.00,10.80,3864.00,12.90,77820.00,
WA,Garfield County,288.00,12.30,92.00,18.40,64413.00,
WA,Grant County,14238.00,14.20,4649.00,16.50,63809.00,
WA,Grays Harbor County,13651.00,18.30,3925.00,26.40,62258.00,
WA,Island County,5577.00,6.60,1173.00,8.00,82717.00,
WA,Jefferson County,3707.00,11.20,574.00,15.50,69176.00,
WA,King County,190175.00,8.50,38828.00,9.10,116044.00,
WA,Kitsap County,25406.00,9.50,5517.00,10.50,93794.00,
WA,Kittitas County,4918.00,11.00,855.00,11.30,71737.00,
WA,Klickitat County,2802.00,12.10,722.00,17.60,70371.00,
WA,Lewis County,9934.00,11.70,2607.00,14.60,67954.00,
WA,Lincoln County,1237.00,10.80,332.00,13.50,68318.00,
WA,Mason County,7520.00,11.40,1992.00,15.70,78029.00,
WA,Okanogan County,7212.00,16.90,1966.00,20.70,58661.00,
WA,Pacific County,3262.00,13.60,640.00,18.40,55615.00,
WA,Pend Oreille County,2192.00,15.60,651.00,23.80,59332.00,
WA,Pierce County,82369.00,9.10,20893.00,10.10,92793.00,
WA,San Juan County,1774.00,9.50,277.00,12.10,84024.00,
WA,Skagit County,14795.00,11.40,3533.00,13.30,79118.00,
WA,Skamania County,1197.00,9.60,274.00,13.00,82132.00,
WA,Snohomish County,70524.00,8.50,14983.00,8.30,101440.00,
WA,Spokane County,65239.00,12.20,17244.00,15.00,69079.00,
WA,Stevens County,6201.00,13.00,1771.00,18.00,65748.00,
WA,Thurston County,25609.00,8.70,5946.00,9.80,88560.00,
WA,Wahkiakum County,534.00,11.40,156.00,21.10,70099.00,
WA,Walla Walla County,7540.00,13.10,1708.00,13.80,66542.00,
WA,Whatcom County,25890.00,11.50,4645.00,11.20,78796.00,
WA,Whitman County,8185.00,19.50,812.00,11.30,54412.00,
WA,Yakima County,41877.00,16.50,14986.00,20.60,63058.00,
WV,West Virginia,299275.00,17.40,78339.00,22.70,54097.00,
WV,Barbour County,2871.00,19.60,841.00,27.50,46302.00,
WV,Berkeley County,14175.00,11.10,3772.00,13.00,70829.00,
WV,Boone County,3850.00,18.50,1087.00,26.00,46508.00,
WV,Braxton County,2459.00,21.00,588.00,27.20,43328.00,
WV,Brooke County,2656.00,12.60,632.00,17.20,61551.00,
WV,Cabell County,17142.00,19.40,3917.00,22.20,51017.00,
WV,Calhoun County,1341.00,22.20,297.00,27.30,43589.00,
WV,Clay County,1843.00,23.80,578.00,34.30,42604.00,
WV,Doddridge County,1327.00,20.20,256.00,25.40,47755.00,
WV,Fayette County,7671.00,20.20,2182.00,27.50,48710.00,
WV,Gilmer County,1314.00,23.20,271.00,24.80,44938.00,
WV,Grant County,1544.00,14.30,412.00,19.70,58150.00,
WV,Greenbrier County,5783.00,18.10,1422.00,23.30,45137.00,
WV,Hampshire County,3563.00,15.50,929.00,23.30,58266.00,
WV,Hancock County,3322.00,11.90,847.00,16.80,58077.00,
WV,Hardy County,1792.00,12.70,512.00,18.60,53876.00,
WV,Harrison County,9584.00,15.00,2731.00,20.40,57764.00,
WV,Jackson County,5008.00,18.20,1521.00,26.00,54735.00,
WV,Jefferson County,5357.00,9.30,1417.00,11.70,87259.00,
WV,Kanawha County,30549.00,17.70,8731.00,25.80,55160.00,
WV,Lewis County,2977.00,17.90,883.00,25.30,53283.00,
WV,Lincoln County,4743.00,24.00,1434.00,33.70,43727.00,
WV,Logan County,7800.00,25.50,2070.00,32.90,42615.00,
WV,McDowell County,5944.00,37.60,1460.00,46.20,28972.00,
WV,Marion County,8380.00,15.40,2173.00,20.20,58855.00,
WV,Marshall County,5071.00,17.60,1448.00,26.50,51934.00,
WV,Mason County,4519.00,18.70,1248.00,25.00,48077.00,
WV,Mercer County,12167.00,21.20,3400.00,28.00,43917.00,
WV,Mineral County,4158.00,15.80,1159.00,22.30,59669.00,
WV,Mingo County,6886.00,30.70,1934.00,39.00,35761.00,
WV,Monongalia County,18418.00,18.60,2450.00,14.60,59094.00,
WV,Monroe County,1825.00,15.00,488.00,20.50,53154.00,
WV,Morgan County,2701.00,15.70,634.00,21.90,56162.00,
WV,Nicholas County,4521.00,18.70,1220.00,25.50,46757.00,
WV,Ohio County,5831.00,14.80,1525.00,19.40,60241.00,
WV,Pendleton County,898.00,15.20,244.00,22.40,52553.00,
WV,Pleasants County,988.00,14.50,251.00,17.90,56391.00,
WV,Pocahontas County,1472.00,19.60,389.00,29.10,44553.00,
WV,Preston County,4305.00,14.00,1079.00,18.00,55965.00,
WV,Putnam County,5911.00,10.40,1504.00,12.60,80034.00,
WV,Raleigh County,13637.00,19.60,4033.00,27.00,51317.00,
WV,Randolph County,4254.00,16.90,1091.00,22.50,49362.00,
WV,Ritchie County,1594.00,19.60,446.00,28.30,51965.00,
WV,Roane County,2577.00,18.80,761.00,28.00,42697.00,
WV,Summers County,2483.00,23.10,619.00,34.60,40569.00,
WV,Taylor County,2605.00,16.40,629.00,20.00,53972.00,
WV,Tucker County,1040.00,16.20,202.00,24.00,50444.00,
WV,Tyler County,1235.00,15.30,337.00,21.60,57560.00,
WV,Upshur County,4198.00,18.50,1153.00,24.50,47035.00,
WV,Wayne County,6752.00,17.90,1846.00,24.80,52540.00,
WV,Webster County,1911.00,23.70,546.00,35.40,40598.00,
WV,Wetzel County,2887.00,20.80,756.00,26.70,48563.00,
WV,Wirt County,950.00,18.70,304.00,28.30,43441.00,
WV,Wood County,15321.00,18.70,4347.00,25.70,57599.00,
WV,Wyoming County,5162.00,25.30,1333.00,33.30,39892.00,
WI,Wisconsin,621380.00,10.80,159967.00,13.00,71050.00,
WI,Adams County,3158.00,15.80,635.00,23.30,54682.00,
WI,Ashland County,2180.00,14.10,550.00,16.90,56848.00,
WI,Barron County,5806.00,12.60,1479.00,15.40,62344.00,
WI,Bayfield County,1736.00,10.50,464.00,17.40,63680.00,
WI,Brown County,25824.00,9.80,7313.00,12.10,72398.00,
WI,Buffalo County,1279.00,9.60,279.00,10.80,63969.00,
WI,Burnett County,1974.00,11.70,466.00,17.70,57438.00,
WI,Calumet County,2865.00,5.50,654.00,5.70,85589.00,
WI,Chippewa County,6485.00,10.10,1836.00,13.20,74425.00,
WI,Clark County,4361.00,12.70,1642.00,16.40,63641.00,
WI,Columbia County,4341.00,7.60,1067.00,9.10,78767.00,
WI,Crawford County,1749.00,11.40,504.00,16.60,63862.00,
WI,Dane County,57011.00,10.30,7872.00,7.20,85189.00,
WI,Dodge County,7403.00,8.90,1734.00,10.40,69681.00,
WI,Door County,2350.00,7.80,494.00,10.60,72296.00,
WI,Douglas County,4703.00,11.00,1117.00,13.70,66180.00,
WI,Dunn County,4596.00,10.80,1036.00,12.30,71434.00,
WI,Eau Claire County,11756.00,11.50,2100.00,10.20,70564.00,
WI,Florence County,516.00,11.10,126.00,19.50,64512.00,
WI,Fond du Lac County,9397.00,9.30,2436.00,11.50,71206.00,
WI,Forest County,1284.00,13.90,347.00,19.60,56118.00,
WI,Grant County,6152.00,12.80,1628.00,15.40,63247.00,
WI,Green County,2583.00,7.10,661.00,8.60,79337.00,
WI,Green Lake County,2000.00,10.50,592.00,14.80,66070.00,
WI,Iowa County,2054.00,8.70,536.00,10.60,76404.00,
WI,Iron County,685.00,11.20,156.00,16.40,60694.00,
WI,Jackson County,2485.00,12.70,698.00,16.10,64344.00,
WI,Jefferson County,6817.00,8.30,1622.00,9.90,78728.00,
WI,Juneau County,3562.00,14.10,919.00,18.30,61904.00,
WI,Kenosha County,16116.00,9.80,4496.00,12.60,75067.00,
WI,Kewaunee County,1539.00,7.50,338.00,8.20,73717.00,
WI,La Crosse County,13327.00,11.50,2395.00,10.50,70075.00,
WI,Lafayette County,1761.00,10.50,588.00,14.70,67311.00,
WI,Langlade County,2303.00,12.00,666.00,18.50,57745.00,
WI,Lincoln County,3131.00,11.20,618.00,13.00,59637.00,
WI,Manitowoc County,8492.00,10.60,2150.00,13.50,62910.00,
WI,Marathon County,14999.00,11.00,4152.00,13.80,70955.00,
WI,Marinette County,4840.00,11.70,1049.00,13.70,58554.00,
WI,Marquette County,1837.00,11.80,479.00,16.60,58197.00,
WI,Menominee County,1010.00,24.20,562.00,40.80,51623.00,
WI,Milwaukee County,157016.00,17.40,48975.00,23.00,58375.00,
WI,Monroe County,6209.00,13.60,1996.00,17.80,65232.00,
WI,Oconto County,3568.00,9.10,802.00,10.50,68127.00,
WI,Oneida County,4419.00,11.70,845.00,13.50,62242.00,
WI,Outagamie County,13737.00,7.30,3565.00,8.30,78808.00,
WI,Ozaukee County,5245.00,5.80,874.00,4.60,97778.00,
WI,Pepin County,688.00,9.30,233.00,14.50,69535.00,
WI,Pierce County,3411.00,8.50,620.00,7.40,85508.00,
WI,Polk County,3868.00,8.60,960.00,11.00,73982.00,
WI,Portage County,6692.00,9.90,1396.00,10.80,71360.00,
WI,Price County,1717.00,12.20,440.00,18.40,53883.00,
WI,Racine County,18463.00,9.60,5824.00,13.50,72331.00,
WI,Richland County,1969.00,11.60,561.00,16.20,67086.00,
WI,Rock County,16659.00,10.30,5087.00,14.20,67430.00,
WI,Rusk County,1843.00,13.20,543.00,19.50,56410.00,
WI,St. Croix County,5135.00,5.40,1104.00,5.00,97589.00,
WI,Sauk County,6112.00,9.40,1697.00,12.00,70484.00,
WI,Sawyer County,2751.00,15.10,653.00,19.60,60034.00,
WI,Shawano County,4608.00,11.40,1259.00,14.90,66733.00,
WI,Sheboygan County,10828.00,9.40,2844.00,11.60,65008.00,
WI,Taylor County,2249.00,11.40,704.00,15.80,67544.00,
WI,Trempealeau County,2804.00,9.20,807.00,10.50,68184.00,
WI,Vernon County,4560.00,14.80,1782.00,22.50,67812.00,
WI,Vilas County,2456.00,10.40,673.00,17.80,63356.00,
WI,Walworth County,10286.00,10.00,2307.00,11.60,73723.00,
WI,Washburn County,1958.00,11.70,469.00,15.90,59221.00,
WI,Washington County,8309.00,6.10,1745.00,6.20,90313.00,
WI,Waukesha County,21345.00,5.20,4040.00,4.80,99525.00,
WI,Waupaca County,5552.00,11.00,1229.00,12.30,65960.00,
WI,Waushara County,3571.00,15.00,863.00,19.80,55982.00,
WI,Winnebago County,18809.00,11.40,4606.00,13.80,69887.00,
WI,Wood County,8078.00,11.00,2007.00,13.00,64408.00,
WY,Wyoming,63555.00,11.20,16818.00,13.20,71275.00,
WY,Albany County,5927.00,16.80,734.00,13.00,53537.00,
WY,Big Horn County,1658.00,14.30,470.00,16.80,59702.00,
WY,Campbell County,3998.00,8.60,1193.00,9.80,89870.00,
WY,Carbon County,1671.00,12.10,448.00,14.20,66225.00,
WY,Converse County,1653.00,12.10,540.00,16.60,78015.00,
WY,Crook County,638.00,8.60,200.00,11.10,70196.00,
WY,Fremont County,6508.00,17.00,2070.00,21.90,55125.00,
WY,Goshen County,1701.00,14.80,393.00,16.50,58720.00,
WY,Hot Springs County,569.00,12.70,157.00,17.10,64734.00,
WY,Johnson County,741.00,8.60,157.00,8.90,70067.00,
WY,Laramie County,10114.00,10.20,2631.00,11.90,71956.00,
WY,Lincoln County,1677.00,8.20,504.00,9.80,93044.00,
WY,Natrona County,8480.00,10.80,2544.00,13.90,70142.00,
WY,Niobrara County,335.00,16.00,85.00,20.50,54573.00,
WY,Park County,3211.00,10.80,760.00,12.50,69802.00,
WY,Platte County,1029.00,12.10,279.00,15.80,61185.00,
WY,Sheridan County,2981.00,9.50,659.00,10.20,70224.00,
WY,Sublette County,658.00,7.60,163.00,8.90,85649.00,
WY,Sweetwater County,5039.00,12.40,1496.00,14.90,75779.00,
WY,Teton County,1212.00,5.20,208.00,5.30,127677.00,
WY,Uinta County,2207.00,10.80,726.00,13.20,73072.00,
WY,Washakie County,822.00,10.90,219.00,14.30,60699.00,
WY,Weston County,725.00,11.50,183.00,14.30,67677.00,
